,9501 東証1部 東京電力ホールディングス(株)（電気・ガス業）,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
2018-06-01,509,519,504,513,21727900,513
2018-06-04,517,523,508,510,15020300,510
2018-06-05,509,509,495,504,20916400,504
2018-06-06,503,513,498,505,15547000,505
2018-06-07,508,518,507,514,17818900,514
2018-06-08,506,514,502,511,20575700,511
2018-06-11,552,556,510,514,47416100,514
2018-06-12,510,520,505,507,21064600,507
2018-06-13,506,520,503,518,20078700,518
2018-06-14,518,529,512,514,20929100,514
2018-06-15,516,517,506,507,17066200,507
2018-06-18,504,511,497,506,13412800,506
2018-06-19,501,514,501,506,13403500,506
2018-06-20,507,514,507,514,11045200,514
2018-06-21,514,516,508,510,8902600,510
2018-06-22,510,513,508,511,9755200,511
2018-06-25,514,518,508,509,7283100,509
2018-06-26,506,521,504,520,10241300,520
2018-06-27,520,524,515,521,9879300,521
2018-06-28,521,522,513,516,8168000,516
2018-06-29,516,520,511,516,9260400,516
2018-07-02,515,522,510,511,9354900,511
2018-07-03,514,514,507,513,9390500,513
2018-07-04,513,519,512,515,8158600,515
2018-07-05,517,518,512,513,8460600,513
2018-07-06,513,527,513,524,18530000,524
2018-07-09,529,540,526,530,14275600,530
2018-07-10,534,540,523,523,20316200,523
2018-07-11,522,523,514,518,11927400,518
2018-07-12,523,528,520,520,7732500,520
2018-07-13,518,520,509,509,11491500,509
2018-07-17,508,518,507,516,10182500,516
2018-07-18,520,526,517,519,10350000,519
2018-07-19,518,519,512,513,6426300,513
2018-07-20,517,519,511,515,13340100,515
2018-07-23,512,516,509,513,9399600,513
2018-07-24,517,521,514,515,6943000,515
2018-07-25,519,525,517,518,8623400,518
2018-07-26,522,543,520,536,24288000,536
2018-07-27,536,544,531,538,17019700,538
2018-07-30,546,550,533,536,16868200,536
2018-07-31,538,538,527,534,16811200,534
2018-08-01,533,547,531,544,12307300,544
2018-08-02,547,559,544,555,26614300,555
2018-08-03,554,556,542,547,15930600,547
2018-08-06,547,553,545,548,9536700,548
2018-08-07,542,550,538,550,11129700,550
2018-08-08,547,553,537,538,13693200,538
2018-08-09,538,539,527,536,9784800,536
2018-08-10,532,539,527,534,10846700,534
2018-08-13,530,532,522,529,14479100,529
2018-08-14,531,535,530,533,8779200,533
2018-08-15,535,541,525,531,15834900,531
2018-08-16,527,535,522,534,14828700,534
2018-08-17,536,543,532,540,11058900,540
2018-08-20,540,545,537,540,6172800,540
2018-08-21,539,544,536,539,7711200,539
2018-08-22,541,542,537,540,7257900,540
2018-08-23,541,544,530,531,11226300,531
2018-08-24,535,537,528,530,8709300,530
2018-08-27,530,537,530,535,6634400,535
2018-08-28,537,540,529,529,8981900,529
2018-08-29,531,533,524,525,8999800,525
2018-08-30,528,528,522,524,9820300,524
2018-08-31,521,522,513,514,8401000,514
2018-09-03,509,513,505,511,14036300,511
2018-09-04,513,513,504,508,7311800,508
2018-09-05,505,505,496,499,13000800,499
2018-09-06,498,499,486,488,13891000,488
2018-09-07,482,499,481,495,14761400,495
2018-09-10,495,500,493,498,11145600,498
2018-09-11,497,503,495,499,5934900,499
2018-09-12,501,504,498,502,11390300,502
2018-09-13,504,519,504,514,14299700,514
2018-09-14,517,522,513,520,13561800,520
2018-09-18,519,534,517,533,13090500,533
2018-09-19,538,541,533,535,12969900,535
2018-09-20,534,538,530,535,10829600,535
2018-09-21,536,540,532,538,12494000,538
2018-09-25,538,544,537,542,11708700,542
2018-09-26,538,542,535,540,9732500,540
2018-09-27,540,548,539,545,10624000,545
2018-09-28,551,560,547,558,23679400,558
2018-10-01,557,557,547,548,9445000,548
2018-10-02,552,556,549,554,12420800,554
2018-10-03,555,572,555,559,21182400,559
2018-10-04,562,570,560,566,14838500,566
2018-10-05,568,579,566,577,17103000,577
2018-10-09,579,583,564,569,14858600,569
2018-10-10,572,590,571,587,19361900,587
2018-10-11,567,578,565,574,16916700,574
2018-10-12,574,575,557,565,18866300,565
2018-10-15,566,574,563,566,15067300,566
2018-10-16,570,577,569,576,13073000,576
2018-10-17,585,592,578,583,18636200,583
2018-10-18,589,592,582,586,14448700,586
2018-10-19,586,590,579,590,14067100,590
2018-10-22,595,597,587,587,12960200,587
2018-10-23,582,583,572,576,15086300,576
2018-10-24,577,581,573,575,11744700,575
2018-10-25,568,579,561,572,12722400,572
2018-10-26,577,577,566,572,14156800,572
2018-10-29,576,587,575,583,12431800,583
2018-10-30,583,588,573,578,11451700,578
2018-10-31,571,578,561,578,12162500,578
2018-11-01,578,583,574,578,10219000,578
2018-11-02,573,574,564,567,13708300,567
2018-11-05,561,574,554,570,11074200,570
2018-11-06,576,581,575,576,7499900,576
2018-11-07,573,579,565,568,9026700,568
2018-11-08,572,584,572,584,11658000,584
2018-11-09,586,605,585,593,26551500,593
2018-11-12,600,603,594,598,11627700,598
2018-11-13,594,601,583,590,12630400,590
2018-11-14,597,631,595,630,29661000,630
2018-11-15,638,649,626,647,18158600,647
2018-11-16,647,656,634,641,18892200,641
2018-11-19,648,651,636,640,9371500,640
2018-11-20,633,664,632,662,18859100,662
2018-11-21,671,681,649,664,21671000,664
2018-11-22,663,669,653,668,8875300,668
2018-11-26,667,680,661,664,11033900,664
2018-11-27,661,674,653,674,11490400,674
2018-11-28,670,686,667,682,15271800,682
2018-11-29,684,693,679,689,17319100,689
2018-11-30,695,700,681,689,23082200,689
2018-12-03,696,699,687,693,11368000,693
2018-12-04,690,692,661,663,19407900,663
2018-12-05,656,682,655,675,14437600,675
2018-12-06,670,678,667,675,10724900,675
2018-12-07,684,693,674,693,14990100,693
2018-12-10,686,697,681,688,13908000,688
2018-12-11,685,695,682,685,11777600,685
2018-12-12,690,739,687,739,41615000,739
2018-12-13,742,755,729,735,26258900,735
2018-12-14,727,745,726,741,20770000,741
2018-12-17,750,767,745,763,22386800,763
2018-12-18,755,758,727,733,25202600,733
2018-12-19,735,739,702,716,21236200,716
2018-12-20,709,733,693,703,21289700,703
2018-12-21,700,701,668,669,23832800,669
2018-12-25,639,652,627,646,18708100,646
2018-12-26,650,667,634,644,12998400,644
2018-12-27,666,674,656,668,12962600,668
2018-12-28,665,670,646,653,12958400,653
2019-01-04,652,699,652,698,25578200,698
2019-01-07,710,713,689,695,16299000,695
2019-01-08,692,717,685,713,16319200,713
2019-01-09,720,728,715,725,16247800,725
2019-01-10,716,731,710,727,15162100,727
2019-01-11,726,741,720,741,17079500,741
2019-01-15,746,749,709,710,21132000,710
2019-01-16,711,726,706,723,15936100,723
2019-01-17,721,741,711,740,14951500,740
2019-01-18,734,757,733,742,19790100,742
2019-01-21,746,757,735,740,14646700,740
2019-01-22,747,765,726,730,36204400,730
2019-01-23,732,738,717,728,14599900,728
2019-01-24,731,740,720,737,10564100,737
2019-01-25,740,755,737,751,15850800,751
2019-01-28,755,757,719,722,20017900,722
2019-01-29,728,750,720,749,25170800,749
2019-01-30,744,755,723,727,23101700,727
2019-01-31,710,717,668,669,42738800,669
2019-02-01,668,675,652,663,24715500,663
2019-02-04,668,682,662,680,23559000,680
2019-02-05,680,688,673,676,13539200,676
2019-02-06,677,678,659,670,12420000,670
2019-02-07,672,682,666,672,12988500,672
2019-02-08,665,668,656,661,13100900,661
2019-02-12,656,671,648,668,8646400,668
2019-02-13,660,668,654,662,9502300,662
2019-02-14,659,664,645,653,11555200,653
2019-02-15,652,653,639,651,10454200,651
2019-02-18,658,664,653,654,5939000,654
2019-02-19,656,665,655,658,7131600,658
2019-02-20,662,673,660,670,7792900,670
2019-02-21,669,678,666,673,8574400,673
2019-02-22,675,678,670,673,5950000,673
2019-02-25,679,688,675,686,7385000,686
2019-02-26,685,699,683,694,7272500,694
2019-02-27,697,706,696,700,9069500,700
2019-02-28,700,703,690,694,9831500,694
2019-03-01,697,699,687,688,7775100,688
2019-03-04,688,689,675,686,7152800,686
2019-03-05,681,686,677,679,6173600,679
2019-03-06,678,682,675,682,4139800,682
2019-03-07,683,688,679,681,5054800,681
2019-03-08,674,678,658,661,10028700,661
2019-03-11,667,688,666,686,8762900,686
2019-03-12,696,708,695,703,10007500,703
2019-03-13,696,709,692,700,8073900,700
2019-03-14,705,710,700,701,6824500,701
2019-03-15,708,710,700,702,12038400,702
2019-03-18,704,708,697,708,7007700,708
2019-03-19,703,703,693,693,7451900,693
2019-03-20,698,700,693,696,6940200,696
2019-03-22,701,708,696,708,9142300,708
2019-03-25,702,707,699,703,6700300,703
2019-03-26,706,723,706,716,13011900,716
2019-03-27,721,724,706,718,8596500,718
2019-03-28,710,712,703,708,7718400,708
2019-03-29,706,714,696,700,7928200,700
2019-04-01,707,716,706,707,7537500,707
2019-04-02,708,709,680,682,13110600,682
2019-04-03,682,687,670,678,7891700,678
2019-04-04,675,675,658,661,9874500,661
2019-04-05,667,670,660,665,6979000,665
2019-04-08,665,668,662,667,5549100,667
2019-04-09,662,662,646,648,11479700,648
2019-04-10,647,655,645,649,7285700,649
2019-04-11,645,652,640,646,6978300,646
2019-04-12,652,654,642,646,7632600,646
2019-04-15,648,651,640,644,7433100,644
2019-04-16,643,646,635,637,6844700,637
2019-04-17,632,634,621,628,10550600,628
2019-04-18,624,628,619,623,7657000,623
2019-04-19,620,625,613,619,5900000,619
2019-04-22,616,629,613,628,6610800,628
2019-04-23,630,640,629,633,7110300,633
2019-04-24,639,640,600,607,15941300,607
2019-04-25,603,613,601,612,7838400,612
2019-04-26,612,628,609,628,11285100,628
2019-05-07,621,630,608,612,12350800,612
2019-05-08,603,618,600,605,11147500,605
2019-05-09,599,599,572,576,13637200,576
2019-05-10,579,594,577,585,12625900,585
2019-05-13,581,588,571,587,7136500,587
2019-05-14,577,588,576,586,7912900,586
2019-05-15,584,587,575,585,9313900,585
2019-05-16,582,600,582,597,7804300,597
2019-05-17,601,602,592,593,7072500,593
2019-05-20,595,598,590,596,4503500,596
2019-05-21,595,598,583,585,8198000,585
2019-05-22,589,598,587,598,7375200,598
2019-05-23,597,607,597,604,7746500,604
2019-05-24,603,608,598,598,5979900,598
2019-05-27,598,607,598,606,3576000,606
2019-05-28,606,609,597,601,11195900,601
2019-05-29,585,589,575,582,7807000,582
2019-05-30,574,580,570,570,6320900,570
2019-05-31,565,565,553,558,8947600,558
2019-06-03,551,573,550,571,8228100,571
2019-06-04,576,586,574,580,6408700,580
2019-06-05,585,586,572,578,5668400,578
2019-06-06,585,585,575,577,4230200,577
2019-06-07,576,578,566,575,5046900,575
2019-06-10,578,586,577,584,4802200,584
2019-06-11,589,589,584,587,5699900,587
2019-06-12,590,595,585,587,5990000,587
2019-06-13,581,588,575,578,7684100,578
2019-06-14,579,580,571,572,5444800,572
2019-06-17,569,576,568,569,4029200,569
2019-06-18,563,564,536,536,9825700,536
2019-06-19,546,558,543,552,6887600,552
2019-06-20,554,568,552,566,7019500,566
2019-06-21,570,579,565,577,12703900,577
2019-06-24,571,574,564,567,4988000,567
2019-06-25,565,569,558,562,5228000,562
2019-06-26,556,556,549,552,5285300,552
2019-06-27,550,559,546,559,6129400,559
2019-06-28,557,566,554,562,6147000,562
2019-07-01,569,570,562,567,3798000,567
2019-07-02,567,572,559,562,5232800,562
2019-07-03,565,567,556,559,5143600,559
2019-07-04,564,567,561,566,3360200,566
2019-07-05,568,570,559,559,5820100,559
2019-07-08,557,558,543,544,9860100,544
2019-07-09,545,551,540,545,11022200,545
2019-07-10,545,547,540,545,6168000,545
2019-07-11,543,556,543,553,6596500,553
2019-07-12,550,551,546,550,3571600,550
2019-07-16,546,547,536,540,5901300,540
2019-07-17,535,541,529,532,6921700,532
2019-07-18,532,533,512,515,11160700,515
2019-07-19,516,528,515,527,9155700,527
2019-07-22,524,527,513,514,7491600,514
2019-07-23,511,519,505,513,7669000,513
2019-07-24,510,511,504,506,6704200,506
2019-07-25,505,513,503,511,7529300,511
2019-07-26,507,514,506,509,7323500,509
2019-07-29,511,518,509,512,4813700,512
2019-07-30,513,519,511,516,4893000,516
2019-07-31,514,531,513,525,8626600,525
2019-08-01,520,520,508,514,8326300,514
2019-08-02,507,513,505,513,6300500,513
2019-08-05,508,510,497,506,9014100,506
2019-08-06,495,508,493,507,7603900,507
2019-08-07,509,517,507,515,7232000,515
2019-08-08,515,517,503,511,7043900,511
2019-08-09,510,518,510,515,4816900,515
2019-08-13,515,519,508,517,6705600,517
2019-08-14,519,519,510,513,5580700,513
2019-08-15,505,512,504,511,3874700,511
2019-08-16,510,513,507,512,3814700,512
2019-08-19,513,517,509,512,3820900,512
2019-08-20,511,511,495,497,8499500,497
2019-08-21,497,497,478,488,10286500,488
2019-08-22,492,493,483,490,6538200,490
2019-08-23,485,489,482,484,5976800,484
2019-08-26,472,489,471,487,7268700,487
2019-08-27,486,498,486,493,7446800,493
2019-08-28,493,507,493,505,6644000,505
2019-08-29,510,511,501,502,5206300,502
2019-08-30,506,507,497,506,6412900,506
2019-09-02,502,506,501,505,2708500,505
2019-09-03,507,516,506,513,5307800,513
2019-09-04,517,518,509,515,5760000,515
2019-09-05,511,520,508,519,6895400,519
2019-09-06,517,518,508,508,5221900,508
2019-09-09,505,509,502,507,3944300,507
2019-09-10,508,511,506,511,5325700,511
2019-09-11,516,538,516,536,13447900,536
2019-09-12,542,553,536,543,12568100,543
2019-09-13,544,553,541,553,9635300,553
2019-09-17,545,552,541,550,9248800,550
2019-09-18,555,557,539,546,6902100,546
2019-09-19,549,561,548,551,11436400,551
2019-09-20,559,559,552,556,9657600,556
2019-09-24,559,563,550,551,8227600,551
2019-09-25,555,566,553,561,8549700,561
2019-09-26,563,563,551,553,8780700,553
2019-09-27,552,553,541,549,8781700,549
2019-09-30,540,540,525,529,10289900,529
2019-10-01,536,545,533,534,5932400,534
2019-10-02,529,541,529,537,5513900,537
2019-10-03,528,528,522,527,5453000,527
2019-10-04,525,534,523,534,5759900,534
2019-10-07,534,540,530,535,4154900,535
2019-10-08,538,542,536,538,5666300,538
2019-10-09,534,540,533,538,4743200,538
2019-10-10,537,543,534,540,4688400,540
2019-10-11,540,542,534,534,6005700,534
2019-10-15,537,542,536,540,6024400,540
2019-10-16,545,555,536,541,13260000,541
2019-10-17,542,542,530,532,7396700,532
2019-10-18,534,537,528,531,5775500,531
2019-10-21,534,539,533,538,4520200,538
2019-10-23,538,542,529,529,7025200,529
2019-10-24,533,534,528,529,4620600,529
2019-10-25,526,529,524,529,4037400,529
2019-10-28,528,528,524,526,3794000,526
2019-10-29,529,529,512,515,8794300,515
2019-10-30,515,519,509,510,8136000,510
2019-10-31,508,509,501,502,8642400,502
2019-11-01,502,511,500,505,6945200,505
2019-11-05,509,513,505,512,6832100,512
2019-11-06,512,516,511,516,5419000,516
2019-11-07,515,515,507,508,5812300,508
2019-11-08,510,510,503,507,5788100,507
2019-11-11,509,514,508,510,5162500,510
2019-11-12,507,507,502,503,6040900,503
2019-11-13,502,502,491,491,9566900,491
2019-11-14,492,497,482,484,9620000,484
2019-11-15,486,495,485,493,6615500,493
2019-11-18,494,494,484,489,9048200,489
2019-11-19,489,491,484,488,6071600,488
2019-11-20,486,488,479,479,6862600,479
2019-11-21,476,478,469,478,8948000,478
2019-11-22,475,478,467,468,8372500,468
2019-11-25,472,476,471,473,5270000,473
2019-11-26,477,480,473,474,8370000,474
2019-11-27,474,486,474,485,6916300,485
2019-11-28,487,489,480,482,5982300,482
2019-11-29,482,487,479,480,4885500,480
2019-12-02,480,487,479,483,5306700,483
2019-12-03,476,478,468,474,10952200,474
2019-12-04,479,490,470,489,16912500,489
2019-12-05,490,491,482,487,11131200,487
2019-12-06,487,498,486,488,8979000,488
2019-12-09,485,491,482,490,7411500,490
2019-12-10,490,490,477,478,7804100,478
2019-12-11,478,482,476,480,5610900,480
2019-12-12,480,481,476,476,5726800,476
2019-12-13,484,488,482,488,10694600,488
2019-12-16,490,491,483,484,4876400,484
2019-12-17,486,487,478,484,6324100,484
2019-12-18,484,487,480,486,5710200,486
2019-12-19,482,484,480,480,5143900,480
2019-12-20,482,482,474,476,8664300,476
2019-12-23,475,476,472,474,5128600,474
2019-12-24,472,473,469,471,4676600,471
2019-12-25,470,470,466,466,3122600,466
2019-12-26,464,470,462,467,5658800,467
2019-12-27,471,474,467,472,5061000,472
2019-12-30,469,470,466,467,4650800,467
2020-01-06,462,464,455,456,7196800,456
2020-01-07,461,464,453,455,9345000,455
2020-01-08,450,450,438,445,9725100,445
2020-01-09,452,452,444,445,6505600,445
2020-01-10,445,445,440,443,4501800,443
2020-01-14,441,441,434,435,8243600,435
2020-01-15,433,434,430,433,8702400,433
2020-01-16,433,440,433,435,7822400,435
2020-01-17,435,439,431,432,8588900,432
2020-01-20,432,441,431,438,8890700,438
2020-01-21,439,446,438,438,7381300,438
2020-01-22,440,441,433,435,5377900,435
2020-01-23,433,434,426,430,8425300,430
2020-01-24,428,430,424,428,6051200,428
2020-01-27,424,429,420,429,7444600,429
2020-01-28,429,432,426,431,8300600,431
2020-01-29,429,435,429,431,9054100,431
2020-01-30,430,433,427,429,6920200,429
2020-01-31,437,448,434,435,17179600,435
2020-02-03,430,455,428,449,14853300,449
2020-02-04,455,458,446,454,15191300,454
2020-02-05,454,455,449,452,8163500,452
2020-02-06,454,466,454,459,14494000,459
2020-02-07,461,461,450,451,8996500,451
2020-02-10,449,454,442,448,10433700,448
2020-02-12,446,446,438,441,13451400,441
2020-02-13,438,442,433,437,10824700,437
2020-02-14,434,436,430,435,11107700,435
2020-02-17,435,440,431,438,7425500,438
2020-02-18,438,443,436,439,6987000,439
2020-02-19,440,441,437,437,3825200,437
2020-02-20,436,440,435,436,3941000,436
2020-02-21,437,438,434,435,4634400,435
2020-02-25,425,433,419,428,11032200,428
2020-02-26,426,430,422,429,8463500,429
2020-02-27,423,426,422,423,9375500,423
2020-02-28,417,417,406,410,13548600,410
2020-03-02,400,410,390,406,24589400,406
2020-03-03,412,414,402,402,9367400,402
2020-03-04,396,402,392,398,9379800,398
2020-03-05,402,412,401,406,10260000,406
2020-03-06,400,404,393,395,9023300,395
2020-03-09,385,390,376,379,15453000,379
2020-03-10,370,376,353,368,21869000,368
2020-03-11,367,380,364,378,15450700,378
2020-03-12,374,375,362,367,21891000,367
2020-03-13,345,352,331,340,23632200,340
2020-03-16,339,344,328,330,23585600,330
2020-03-17,322,353,321,348,33682400,348
2020-03-18,352,370,346,347,26334200,347
2020-03-19,355,361,325,329,27881300,329
2020-03-23,339,345,325,341,24168700,341
2020-03-24,348,351,342,349,14103900,349
2020-03-25,359,383,353,382,14905300,382
2020-03-26,378,379,362,365,15761600,365
2020-03-27,373,385,368,381,16225200,381
2020-03-30,375,401,373,399,15292700,399
2020-03-31,400,405,374,377,17297300,377
2020-04-01,373,376,354,359,13277100,359
2020-04-02,354,358,350,351,9924100,351
2020-04-03,352,361,346,350,9187600,350
2020-04-06,344,362,341,360,10030900,360
2020-04-07,368,372,359,368,9379200,368
2020-04-08,366,372,361,367,10663400,367
2020-04-09,370,371,362,369,9556300,369
2020-04-10,370,378,366,377,9635200,377
2020-04-13,376,378,371,372,6054600,372
2020-04-14,375,384,375,384,7709500,384
2020-04-15,389,390,382,386,8541000,386
2020-04-16,382,385,379,383,7125800,383
2020-04-17,385,390,381,385,6090400,385
2020-04-20,379,380,372,372,7109100,372
2020-04-21,368,368,362,366,5195600,366
2020-04-22,367,367,361,363,5734400,363
2020-04-23,365,376,364,376,6744300,376
2020-04-24,372,373,361,364,8829900,364
2020-04-27,367,367,360,365,7116800,365
2020-04-28,367,368,364,368,3867800,368
2020-04-30,369,373,363,363,6509400,363
2020-05-01,361,362,348,349,9601400,349
2020-05-07,341,343,338,339,6767000,339
2020-05-08,342,359,341,359,7870300,359
2020-05-11,358,368,354,367,6750400,367
2020-05-12,368,369,362,364,4592700,364
2020-05-13,356,364,356,362,5135600,362
2020-05-14,359,363,353,354,4833300,354
2020-05-15,360,360,348,349,5358700,349
2020-05-18,349,351,343,345,8098100,345
2020-05-19,351,357,350,354,6257700,354
2020-05-20,357,360,352,353,5257900,353
2020-05-21,353,355,348,348,4655800,348
2020-05-22,353,354,347,347,7728000,347
2020-05-25,352,355,350,353,3902800,353
2020-05-26,357,364,355,363,7089400,363
2020-05-27,367,374,362,373,11181700,373
2020-05-28,377,382,366,370,12918000,370
2020-05-29,367,372,363,363,14573100,363
2020-06-01,366,369,363,369,5058200,369
2020-06-02,370,375,367,372,7815100,372
2020-06-03,376,379,367,368,8376300,368
2020-06-04,373,374,365,367,7054300,367
2020-06-05,366,375,365,375,6362600,375
2020-06-08,379,385,376,385,8936400,385
2020-06-09,388,392,379,381,9984100,381
2020-06-10,379,381,373,373,7823000,373
2020-06-11,370,371,357,357,11904500,357
2020-06-12,350,361,346,359,14901700,359
2020-06-15,358,361,344,344,14264400,344
2020-06-16,348,362,347,361,11710500,361
2020-06-17,361,362,354,354,10162400,354
2020-06-18,352,355,348,350,8013100,350
2020-06-19,351,354,348,348,11557100,348
2020-06-22,348,350,344,344,6614200,344
2020-06-23,347,349,343,347,5876600,347
2020-06-24,346,347,340,340,8528600,340
2020-06-25,338,340,332,334,8512500,334
2020-06-26,339,340,334,336,4948200,336
2020-06-29,333,334,329,330,6518900,330
2020-06-30,335,337,331,331,7099000,331
2020-07-01,331,333,321,322,7830200,322
2020-07-02,326,332,323,326,8964400,326
2020-07-03,326,329,315,316,7982100,316
2020-07-06,315,329,315,326,7625500,326
2020-07-07,321,324,317,318,7072400,318
2020-07-08,316,322,315,315,6519200,315
2020-07-09,317,317,311,313,6520400,313
2020-07-10,312,313,305,305,7231000,305
2020-07-13,310,318,309,318,7750400,318
2020-07-14,317,321,311,312,7460200,312
2020-07-15,320,332,318,328,11434700,328
2020-07-16,334,339,322,324,12954000,324
2020-07-17,328,334,327,331,8833900,331
2020-07-20,328,330,323,327,6093600,327
2020-07-21,323,324,319,320,5368800,320
2020-07-22,321,325,318,318,7498700,318
2020-07-27,315,324,311,323,6429000,323
2020-07-28,318,319,312,312,6980300,312
2020-07-29,314,314,306,306,6675100,306
2020-07-30,306,307,295,295,11102400,295
2020-07-31,292,293,279,280,12033700,280
2020-08-03,282,288,280,285,7447400,285
2020-08-04,287,297,285,296,9747400,296
2020-08-05,295,300,289,297,8615900,297
2020-08-06,295,300,292,293,5839000,293
2020-08-07,297,304,294,303,9610700,303
2020-08-11,303,310,303,310,8886600,310
2020-08-12,315,323,313,323,12335600,323
2020-08-13,325,326,314,321,11240600,321
2020-08-14,318,320,315,317,4996600,317
2020-08-17,314,319,314,315,3313400,315
2020-08-18,313,314,306,309,7265200,309
2020-08-19,304,313,303,312,6043000,312
2020-08-20,310,312,308,308,3371200,308
2020-08-21,312,316,309,309,6168400,309
2020-08-24,312,313,308,309,3366700,309
2020-08-25,315,320,314,320,8656200,320
2020-08-26,316,317,312,314,5608500,314
2020-08-27,314,315,308,309,3815900,309
2020-08-28,311,317,308,311,11073200,311
2020-08-31,312,319,311,312,7391300,312
2020-09-01,314,314,311,312,5085600,312
2020-09-02,312,313,309,312,3588000,312
2020-09-03,316,317,312,313,3234400,313
2020-09-04,309,314,308,313,5453600,313
2020-09-07,311,314,310,310,3791200,310
2020-09-08,312,312,308,309,4129200,309
2020-09-09,308,309,304,307,6759400,307
2020-09-10,308,310,306,310,4413300,310
2020-09-11,305,308,304,306,6830500,306
2020-09-14,307,315,306,315,9049000,315
2020-09-15,313,314,310,312,4566500,312
2020-09-16,310,310,304,306,8418600,306
2020-09-17,308,308,300,300,8442100,300
2020-09-18,303,305,300,304,8628400,304
2020-09-23,301,302,296,300,11392800,300
2020-09-24,298,300,294,294,6399000,294
2020-09-25,296,296,290,292,9171000,292
2020-09-28,293,300,291,300,7913000,300
2020-09-29,299,300,294,298,7047300,298
2020-09-30,295,300,288,289,10946700,289
2020-10-02,291,294,281,282,11562300,282
2020-10-19,295,304,295,301,13999700,301
2020-10-20,297,298,285,286,16871600,286
2020-10-21,288,294,287,289,7414500,289
2020-10-22,287,289,284,284,9358800,284
2020-10-23,287,292,285,288,7914100,288
2020-10-26,288,291,287,288,5877600,288
2020-10-27,287,288,283,284,7181900,284
2020-10-28,283,284,280,282,9160100,282
2020-10-29,279,280,277,279,10009900,279
2020-10-30,277,277,268,269,16955800,269
2020-11-02,271,285,271,283,17146100,283
2020-11-04,287,287,279,281,12118300,281
2020-11-05,278,282,273,279,11943200,279
2020-11-06,279,287,279,286,10512300,286
2020-11-09,283,288,280,281,9254100,281
2020-11-10,289,296,287,296,20907200,296
2020-11-11,301,306,299,303,13580600,303
2020-11-12,304,304,291,293,15062200,293
2020-11-13,290,291,285,287,12427700,287
2020-11-16,292,300,292,297,15224400,297
2020-11-17,300,301,292,295,13913600,295
2020-11-18,293,293,288,289,8329900,289
2020-11-20,288,290,285,289,7356900,289
2020-11-24,294,294,289,290,10488300,290
2020-11-25,294,295,287,288,11906900,288
2020-11-26,288,289,285,286,6600800,286
2020-11-27,285,287,282,283,10867700,283
2020-11-30,282,283,272,272,19527900,272
2020-12-01,275,276,270,274,10248700,274
2020-12-02,276,281,274,278,10438400,278
2020-12-03,281,286,280,285,12450600,285
2020-12-04,282,285,281,281,6838300,281
2020-12-07,281,282,275,275,8513700,275
2020-12-08,275,278,273,276,5292400,276
2020-12-09,275,278,273,275,5981500,275
2020-12-10,275,278,272,272,8069700,272
2020-12-11,273,277,271,276,9838900,276
2020-12-14,275,282,275,277,9452800,277
2020-12-15,276,278,272,272,9474800,272
2020-12-16,275,277,273,273,10806300,273
2020-12-17,273,273,270,271,13612200,271
2020-12-18,271,275,271,274,8343300,274
2020-12-21,275,276,271,272,6323800,272
2020-12-22,271,272,269,269,10471300,269
2020-12-24,267,273,267,271,8721100,271
2020-12-25,269,273,269,272,5040300,272
2020-12-28,272,273,270,271,6054500,271
2020-12-30,271,275,268,272,8997900,272
2021-01-04,275,277,270,275,10231600,275
2021-01-05,273,281,272,281,13001600,281
2021-01-06,277,297,277,295,22060000,295
2021-01-07,300,303,294,297,21777300,297
2021-01-08,297,301,292,301,17830200,301
